mode,keep preview mode editor open,code
mode,zen mode,code
________________________________________________________________________________
fold,fold all regions,code
fold,fold all subregions,code
fold,fold region,code
________________________________________________________________________________
definition,go to definition,code
definition,open definition to side,code
definition,peek definition,code
________________________________________________________________________________
tab,next tab,code
tab,previous tab,code
tab,toggle tab moves focus,code
________________________________________________________________________________
current,select all of current selection,code
current,select all of current word,code
current,select current line,code
________________________________________________________________________________
step,step into,code
step,step out,code
step,step over,code
________________________________________________________________________________
unfold,unfold all regions,code
unfold,unfold all subregions,code
unfold,unfold region,code
________________________________________________________________________________
bottom,bottom,code
bottom,scroll to bottom in terminal,code
________________________________________________________________________________
zen,exit zen mode,code
zen,zen mode,code
________________________________________________________________________________
regions,fold all regions,code
regions,unfold all regions,code
________________________________________________________________________________
subregions,fold all subregions,code
subregions,unfold all subregions,code
________________________________________________________________________________
region,fold region,code
region,unfold region,code
________________________________________________________________________________
format,format document,code
format,format selection,code
________________________________________________________________________________
end,go to end of line,code
end,insert at end of selected lines,code
________________________________________________________________________________
error,go to next error,code
error,go to previous error,code
________________________________________________________________________________
warning,go to next warning,code
warning,go to previous warning,code
________________________________________________________________________________
symbol,go to symbol,code
symbol,rename symbol,code
________________________________________________________________________________
cursor,insert cursor above,code
cursor,insert cursor below,code
________________________________________________________________________________
above,insert cursor above,code
above,insert line above,code
________________________________________________________________________________
below,insert cursor below,code
below,insert line below,code
________________________________________________________________________________
left,move editor group left,code
left,move editor left,code
________________________________________________________________________________
right,move editor group right,code
right,move editor right,code
________________________________________________________________________________
side,open definition to side,code
side,open markdown preview to side,code
________________________________________________________________________________
markdown,open markdown preview,code
markdown,open markdown preview to side,code
________________________________________________________________________________
paste,paste,code
paste,paste in terminal,code
________________________________________________________________________________
quick,quick fix,code
quick,quick open,code
________________________________________________________________________________
replace,replace,code
replace,replace in files,code
________________________________________________________________________________
save,save,code
save,save as,code
________________________________________________________________________________
top,scroll to top in terminal,code
top,top,code
________________________________________________________________________________
word,select all of current word,code
word,toggle word wrap,code
________________________________________________________________________________
panel,show output panel,code
panel,show problems panel,code
________________________________________________________________________________
search,show search,code
search,toggle search details,code
________________________________________________________________________________
out,step out,code
out,zoom out,code
________________________________________________________________________________
trigger,trigger parameter hints,code
trigger,trigger suggestion,code
________________________________________________________________________________
undo,undo,code
undo,undo close editor,code
________________________________________________________________________________
zoom,zoom in,code
zoom,zoom out,code
________________________________________________________________________________
add,add line comment,code
________________________________________________________________________________
change,change file language,code
________________________________________________________________________________
language,change file language,code
________________________________________________________________________________
folder,close folder,code
________________________________________________________________________________
continue,continue,code
________________________________________________________________________________
path,copy path,code
________________________________________________________________________________
cut,cut,code
________________________________________________________________________________
delete,delete line,code
________________________________________________________________________________
duplicate,duplicate line,code
________________________________________________________________________________
exit,exit zen mode,code
________________________________________________________________________________
expand,expand selection,code
________________________________________________________________________________
first,focus first editor group,code
________________________________________________________________________________
second,focus second editor group,code
________________________________________________________________________________
third,focus third editor group,code
________________________________________________________________________________
document,format document,code
________________________________________________________________________________
full,full screen,code
________________________________________________________________________________
screen,full screen,code
________________________________________________________________________________
back,go back,code
________________________________________________________________________________
forward,go forward,code
________________________________________________________________________________
beginning,go to beginning of line,code
________________________________________________________________________________
indent,indent line,code
________________________________________________________________________________
at,insert at end of selected lines,code
________________________________________________________________________________
selected,insert at end of selected lines,code
________________________________________________________________________________
lines,insert at end of selected lines,code
________________________________________________________________________________
jump,jump to matching bracket,code
________________________________________________________________________________
matching,jump to matching bracket,code
________________________________________________________________________________
bracket,jump to matching bracket,code
________________________________________________________________________________
keep,keep preview mode editor open,code
________________________________________________________________________________
keyboard,keyboard shortcuts,code
________________________________________________________________________________
shortcuts,keyboard shortcuts,code
________________________________________________________________________________
location,open file location,code
________________________________________________________________________________
outdent,outdent line,code
________________________________________________________________________________
peek,peek definition,code
________________________________________________________________________________
fix,quick fix,code
________________________________________________________________________________
remove,remove line comment,code
________________________________________________________________________________
rename,rename symbol,code
________________________________________________________________________________
